citing_doi,cited_doi
10.1103/PhysRevLett.110.252001,10.1103/PhysRevLett.100.112001
10.1103/PhysRevLett.115.182002,10.1103/PhysRevLett.110.252001
10.1103/PhysRevLett.104.112004,10.1103/PhysRevLett.99.182004
10.1103/PhysRevLett.115.222002,10.1103/PhysRevLett.112.022001
10.1103/PhysRevLett.115.182002,10.1103/PhysRevLett.112.132001
10.1103/PhysRevLett.100.142001,10.1103/PhysRevLett.99.142002
10.1103/PhysRevLett.115.222002,10.1103/PhysRevLett.110.252002
10.1103/PhysRevLett.113.212002,10.1103/PhysRevLett.111.242001
10.1103/PhysRevLett.111.062001,10.1103/PhysRevLett.110.261601
10.1103/PhysRevLett.111.192001,10.1103/PhysRevLett.110.222001
10.1103/PhysRevLett.114.092003,10.1103/PhysRevLett.112.022001
10.1103/RevModPhys.83.1545,10.1103/PhysRevLett.103.231801
10.1103/PhysRevLett.111.112001,10.1103/PhysRevLett.103.161801
10.1103/PhysRevLett.106.192001,10.1103/PhysRevLett.104.162001
10.1103/PhysRevLett.115.172001,10.1103/PhysRevLett.115.132002
10.1103/PhysRevLett.112.091802,10.1103/PhysRevLett.111.062001
10.1103/PhysRevLett.110.252002,10.1103/PhysRevLett.108.122001
10.1103/PhysRevLett.106.192001,10.1103/PhysRevLett.100.112001
10.1103/PhysRevLett.115.202001,10.1103/PhysRevLett.108.122001
10.1103/PhysRevLett.102.012001,10.1103/PhysRevLett.99.142002
10.1103/PhysRevLett.114.092003,10.1103/PhysRevLett.112.132001
10.1103/PhysRevLett.112.222002,10.1103/PhysRevLett.108.122001
10.1103/PhysRevLett.104.092001,10.1103/PhysRevLett.100.202001
10.1103/PhysRevLett.115.232001,10.1103/PhysRevLett.102.242002
10.1103/PhysRevLett.111.242001,10.1103/PhysRevLett.107.041803
10.1103/PhysRevLett.112.222001,10.1103/PhysRevLett.110.252001
10.1103/PhysRevLett.100.062001,10.1103/PhysRevLett.98.092001
10.1103/PhysRevLett.111.162003,10.1103/PhysRevLett.100.142001
10.1103/PhysRevLett.110.261601,10.1103/PhysRevLett.103.162001
10.1103/PhysRevLett.115.122001,10.1103/PhysRevLett.115.072001
10.1103/RevModPhys.80.1161,10.1103/PhysRevLett.98.212001
10.1103/PhysRevLett.111.162003,10.1103/PhysRevLett.111.132003
10.1103/PhysRevLett.113.112001,10.1103/PhysRevLett.112.222002
10.1103/PhysRevLett.112.222001,10.1103/PhysRevLett.111.242001
10.1103/PhysRevLett.115.182002,10.1103/PhysRevLett.112.222002
10.1103/PhysRevLett.112.022001,10.1103/PhysRevLett.101.172001
10.1103/PhysRevLett.113.142001,10.1103/PhysRevLett.104.162001
10.1103/PhysRevLett.113.212002,10.1103/PhysRevLett.111.132003
10.1103/RevModPhys.83.1545,10.1103/PhysRevLett.100.062001
10.1103/PhysRevLett.111.242001,10.1103/PhysRevLett.111.132003
10.1103/PhysRevLett.110.222001,10.1103/PhysRevLett.98.132002
10.1103/PhysRevLett.108.232001,10.1103/PhysRevLett.104.092001
10.1103/RevModPhys.80.1161,10.1103/PhysRevLett.99.182004
10.1103/PhysRevLett.102.242002,10.1103/PhysRevLett.98.212001
10.1103/PhysRevLett.115.182002,10.1103/PhysRevLett.111.132003
10.1103/PhysRevLett.112.222001,10.1103/PhysRevLett.111.162003
10.1103/PhysRevLett.112.022001,10.1103/PhysRevLett.111.132003
10.1103/PhysRevLett.104.132005,10.1103/PhysRevLett.101.172001
10.1103/PhysRevLett.109.042003,10.1103/PhysRevLett.102.011801
10.1103/PhysRevLett.111.162003,10.1103/PhysRevLett.98.212001
10.1103/PhysRevLett.108.032001,10.1103/PhysRevLett.101.182003
10.1103/PhysRevLett.104.092001,10.1103/PhysRevLett.101.082001
10.1103/PhysRevLett.108.122001,10.1103/PhysRevLett.108.032001
10.1103/RevModPhys.80.1161,10.1103/PhysRevLett.100.182002
10.1103/PhysRevLett.112.022001,10.1103/PhysRevLett.110.252001
10.1103/PhysRevLett.115.182002,10.1103/PhysRevLett.111.242001
10.1103/PhysRevLett.104.162001,10.1103/PhysRevLett.102.012001
10.1103/PhysRevLett.115.182002,10.1103/PhysRevLett.115.112003
10.1103/PhysRevLett.115.122001,10.1103/PhysRevLett.110.252001
10.1103/PhysRevLett.115.182002,10.1103/PhysRevLett.113.212002
10.1103/PhysRevLett.109.082001,10.1103/PhysRevLett.108.032001
10.1103/PhysRevLett.111.112004,10.1103/PhysRevLett.102.012001
10.1103/RevModPhys.80.1161,10.1103/PhysRevLett.101.082001
10.1103/PhysRevLett.113.112001,10.1103/PhysRevLett.111.062001
10.1103/PhysRevLett.115.011803,10.1103/PhysRevLett.110.252002
10.1103/PhysRevLett.115.142001,10.1103/PhysRevLett.108.032001
10.1103/PhysRevLett.101.172001,10.1103/PhysRevLett.100.062001
10.1103/RevModPhys.80.1161,10.1103/PhysRevLett.98.082001
10.1103/PhysRevLett.104.132002,10.1103/PhysRevLett.101.182003
10.1103/PhysRevLett.113.142001,10.1103/PhysRevLett.108.032001
10.1103/PhysRevLett.112.132001,10.1103/PhysRevLett.108.122001
10.1103/PhysRevLett.115.112003,10.1103/PhysRevLett.99.182004
10.1103/PhysRevLett.105.102001,10.1103/PhysRevLett.99.142002
10.1103/PhysRevLett.103.222001,10.1103/PhysRevLett.103.162001
10.1103/PhysRevLett.113.112001,10.1103/PhysRevLett.103.162001
10.1103/PhysRevLett.115.222002,10.1103/PhysRevLett.111.242001
10.1103/PhysRevLett.112.022001,10.1103/PhysRevLett.111.242001
10.1103/PhysRevLett.111.242001,10.1103/PhysRevLett.111.162003
10.1103/PhysRevLett.115.122001,10.1103/PhysRevLett.110.252002
10.1103/PhysRevLett.114.092003,10.1103/PhysRevLett.104.132002
10.1103/PhysRevLett.103.152001,10.1103/PhysRevLett.98.132002
10.1103/PhysRevLett.107.091803,10.1103/PhysRevLett.103.152001
10.1103/PhysRevLett.110.252001,10.1103/PhysRevLett.99.182004
10.1103/PhysRevLett.111.242001,10.1103/PhysRevLett.108.122001
10.1103/PhysRevLett.115.112003,10.1103/PhysRevLett.112.022001
10.1103/PhysRevLett.112.132001,10.1103/PhysRevLett.109.172002
10.1103/PhysRevLett.115.172001,10.1103/PhysRevLett.115.122001
10.1103/PhysRevLett.115.022001,10.1103/PhysRevLett.105.102002
10.1103/PhysRevLett.108.032001,10.1103/PhysRevLett.104.132002
10.1103/PhysRevLett.100.062001,10.1103/PhysRevLett.99.142002
10.1103/PhysRevLett.110.252002,10.1103/PhysRevLett.100.142001
10.1103/RevModPhys.87.211,10.1103/PhysRevLett.110.261601
10.1103/PhysRevLett.113.212002,10.1103/PhysRevLett.100.142001
10.1103/PhysRevLett.115.182002,10.1103/PhysRevLett.112.022001
10.1103/PhysRevLett.112.022001,10.1103/PhysRevLett.99.182004
10.1103/PhysRevLett.104.132005,10.1103/PhysRevLett.98.212001
10.1103/RevModPhys.83.1545,10.1103/RevModPhys.80.1161
10.1103/PhysRevLett.115.222002,10.1103/PhysRevLett.110.252001
10.1103/PhysRevLett.115.182002,10.1103/PhysRevLett.100.142001
10.1103/PhysRevLett.115.011803,10.1103/PhysRevLett.110.252001
10.1103/PhysRevLett.104.092001,10.1103/PhysRevLett.100.142001
10.1103/PhysRevLett.115.182002,10.1103/PhysRevLett.110.252002
10.1103/PhysRevLett.115.112003,10.1103/PhysRevLett.110.232001
10.1103/PhysRevLett.104.112004,10.1103/PhysRevLett.102.242002
10.1103/PhysRevLett.115.072001,10.1103/PhysRevLett.112.222002
10.1103/PhysRevLett.106.192001,10.1103/PhysRevLett.106.092002
10.1103/PhysRevLett.102.242003,10.1103/PhysRevLett.100.112001
10.1103/PhysRevLett.112.222002,10.1103/PhysRevLett.111.242001
10.1103/PhysRevLett.115.112003,10.1103/PhysRevLett.110.252001
10.1103/PhysRevLett.100.142001,10.1103/PhysRevLett.98.212001
10.1103/PhysRevLett.108.232001,10.1103/PhysRevLett.104.112004
10.1103/PhysRevLett.115.112003,10.1103/PhysRevLett.113.212002
10.1103/PhysRevLett.112.092001,10.1103/PhysRevLett.110.252001
10.1103/PhysRevLett.103.162001,10.1103/PhysRevLett.98.132002
10.1103/PhysRevLett.115.222002,10.1103/PhysRevLett.107.092001
10.1103/PhysRevLett.113.142001,10.1103/PhysRevLett.109.232002
10.1103/PhysRevLett.102.242002,10.1103/PhysRevLett.101.082001
10.1103/PhysRevLett.109.232002,10.1103/PhysRevLett.108.122001
10.1103/PhysRevLett.110.252001,10.1103/PhysRevLett.100.142001
10.1103/PhysRevLett.102.242004,10.1103/PhysRevLett.99.142002
10.1103/PhysRevLett.112.092001,10.1103/PhysRevLett.107.091803
10.1103/PhysRevLett.115.122001,10.1103/PhysRevLett.112.132001
10.1103/PhysRevLett.114.092003,10.1103/PhysRevLett.113.212002
10.1103/PhysRevLett.111.032001,10.1103/PhysRevLett.100.202001
10.1103/PhysRevLett.102.242003,10.1103/PhysRevLett.98.212001
10.1103/RevModPhys.83.1545,10.1103/PhysRevLett.99.182004
10.1103/PhysRevLett.102.242002,10.1103/PhysRevLett.100.182002
10.1103/PhysRevLett.109.232002,10.1103/PhysRevLett.108.032001
10.1103/PhysRevLett.110.252001,10.1103/PhysRevLett.108.032001
10.1103/PhysRevLett.99.142002,10.1103/PhysRevLett.98.212001
10.1103/PhysRevLett.111.032001,10.1103/PhysRevLett.107.091803
10.1103/PhysRevLett.115.142001,10.1103/PhysRevLett.108.122001
10.1103/PhysRevLett.101.172001,10.1103/PhysRevLett.98.212001
10.1103/PhysRevLett.105.102001,10.1103/PhysRevLett.99.182004
10.1103/RevModPhys.83.1545,10.1103/PhysRevLett.99.142002
10.1103/PhysRevLett.107.041803,10.1103/PhysRevLett.102.011801
10.1103/PhysRevLett.115.122001,10.1103/PhysRevLett.112.022001
10.1103/PhysRevLett.115.122001,10.1103/PhysRevLett.100.112001
10.1103/PhysRevLett.102.242003,10.1103/PhysRevLett.100.102003
10.1103/PhysRevLett.106.192001,10.1103/PhysRevLett.100.102003
10.1103/PhysRevLett.111.112001,10.1103/PhysRevLett.109.232002
10.1103/PhysRevLett.112.092001,10.1103/PhysRevLett.99.142002
10.1103/PhysRevLett.100.142001,10.1103/PhysRevLett.98.082001
10.1103/PhysRevLett.113.212002,10.1103/PhysRevLett.104.132002
10.1103/PhysRevLett.115.122001,10.1103/PhysRevLett.108.122001
10.1103/PhysRevLett.106.192001,10.1103/PhysRevLett.99.182004
10.1103/PhysRevLett.100.142001,10.1103/PhysRevLett.99.182004
10.1103/PhysRevLett.102.242002,10.1103/PhysRevLett.99.142002
10.1103/PhysRevLett.112.022001,10.1103/PhysRevLett.110.252002
10.1103/PhysRevLett.115.112003,10.1103/PhysRevLett.111.132003
10.1103/PhysRevLett.99.182004,10.1103/PhysRevLett.98.092001
10.1103/PhysRevLett.115.112003,10.1103/PhysRevLett.110.252002
10.1103/PhysRevLett.115.022001,10.1103/PhysRevLett.104.092001
10.1103/PhysRevLett.114.092003,10.1103/PhysRevLett.98.092001
10.1103/PhysRevLett.114.092003,10.1103/PhysRevLett.110.252002
10.1103/PhysRevLett.112.092001,10.1103/PhysRevLett.110.252002
10.1103/RevModPhys.83.1545,10.1103/PhysRevLett.101.172001
10.1103/RevModPhys.87.211,10.1103/PhysRevLett.99.062002
10.1103/PhysRevLett.111.242001,10.1103/PhysRevLett.110.252001
10.1103/RevModPhys.80.1161,10.1103/PhysRevLett.100.062001
10.1103/PhysRevLett.111.162003,10.1103/PhysRevLett.110.252002
10.1103/PhysRevLett.112.022001,10.1103/PhysRevLett.100.062001
10.1103/PhysRevLett.104.092001,10.1103/PhysRevLett.98.082001
10.1103/PhysRevLett.112.132001,10.1103/PhysRevLett.111.242001
10.1103/PhysRevLett.115.122001,10.1103/PhysRevLett.113.212002
10.1103/PhysRevLett.100.112001,10.1103/PhysRevLett.98.132001
10.1103/PhysRevLett.113.142001,10.1103/PhysRevLett.108.122001
10.1103/PhysRevLett.100.192001,10.1103/PhysRevLett.98.132001
10.1103/PhysRevLett.102.012001,10.1103/PhysRevLett.99.182004
10.1103/PhysRevLett.112.222002,10.1103/PhysRevLett.110.252001
10.1103/PhysRevLett.112.222002,10.1103/PhysRevLett.112.132001
10.1103/PhysRevLett.113.112001,10.1103/PhysRevLett.104.132005
10.1103/PhysRevLett.115.142001,10.1103/PhysRevLett.101.071801
10.1103/PhysRevLett.112.022001,10.1103/PhysRevLett.108.122001
10.1103/PhysRevLett.111.132003,10.1103/PhysRevLett.110.252001
10.1103/PhysRevLett.109.232002,10.1103/PhysRevLett.103.161801
10.1103/PhysRevLett.101.172001,10.1103/PhysRevLett.99.182004
10.1103/PhysRevLett.112.022001,10.1103/PhysRevLett.100.112001
10.1103/PhysRevLett.110.222001,10.1103/PhysRevLett.107.091803
10.1103/PhysRevLett.111.222001,10.1103/PhysRevLett.111.192001
10.1103/PhysRevLett.115.142001,10.1103/PhysRevLett.109.232002
10.1103/PhysRevLett.112.222001,10.1103/PhysRevLett.108.122001
10.1103/PhysRevLett.115.022001,10.1103/PhysRevLett.104.122001
10.1103/RevModPhys.80.1161,10.1103/PhysRevLett.98.132002
10.1103/PhysRevLett.115.011803,10.1103/PhysRevLett.112.092001
10.1103/PhysRevLett.111.132003,10.1103/PhysRevLett.108.122001
10.1103/PhysRevLett.115.222002,10.1103/PhysRevLett.113.212002
10.1103/PhysRevLett.113.212002,10.1103/PhysRevLett.110.252002
10.1103/RevModPhys.80.1161,10.1103/PhysRevLett.98.092001
10.1103/PhysRevLett.115.072001,10.1103/PhysRevLett.105.232001
10.1103/PhysRevLett.115.122001,10.1103/PhysRevLett.111.242001
10.1103/PhysRevLett.103.161801,10.1103/PhysRevLett.101.071801
10.1103/PhysRevLett.102.012001,10.1103/PhysRevLett.98.212001
10.1103/PhysRevLett.104.132005,10.1103/PhysRevLett.99.182003
10.1103/PhysRevLett.113.212002,10.1103/PhysRevLett.108.122001
10.1103/PhysRevLett.115.082001,10.1103/PhysRevLett.110.252002
10.1103/PhysRevLett.113.142001,10.1103/PhysRevLett.112.092001
10.1103/PhysRevLett.114.092003,10.1103/PhysRevLett.110.252001
10.1103/PhysRevLett.109.172002,10.1103/PhysRevLett.104.132002
10.1103/PhysRevLett.113.212002,10.1103/PhysRevLett.111.162003
10.1103/PhysRevLett.112.092001,10.1103/PhysRevLett.110.222001
10.1103/PhysRevLett.110.232001,10.1103/PhysRevLett.99.142002
10.1103/PhysRevLett.105.102002,10.1103/PhysRevLett.100.202001
10.1103/PhysRevLett.111.162003,10.1103/PhysRevLett.110.252001
10.1103/PhysRevLett.100.062001,10.1103/PhysRevLett.99.182004
10.1103/RevModPhys.80.1161,10.1103/PhysRevLett.99.142002
10.1103/PhysRevLett.115.232001,10.1103/PhysRevLett.104.112004
10.1103/PhysRevLett.112.222002,10.1103/PhysRevLett.110.252002
10.1103/PhysRevLett.111.112001,10.1103/PhysRevLett.109.082001
10.1103/PhysRevLett.112.222001,10.1103/PhysRevLett.102.242002
10.1103/PhysRevLett.111.162003,10.1103/PhysRevLett.108.122001
10.1103/PhysRevLett.106.092002,10.1103/PhysRevLett.100.112001
10.1103/PhysRevLett.115.011803,10.1103/PhysRevLett.111.032001
10.1103/PhysRevLett.112.132001,10.1103/PhysRevLett.111.132003
10.1103/PhysRevLett.115.082001,10.1103/PhysRevLett.114.192001
10.1103/PhysRevLett.110.252002,10.1103/PhysRevLett.99.182004
10.1103/PhysRevLett.108.032001,10.1103/PhysRevLett.107.041803
10.1103/PhysRevLett.107.091803,10.1103/PhysRevLett.98.132002
10.1103/PhysRevLett.105.102001,10.1103/PhysRevLett.98.092001
10.1103/PhysRevLett.102.242002,10.1103/PhysRevLett.100.142001
10.1103/PhysRevLett.112.132001,10.1103/PhysRevLett.110.252001
10.1103/PhysRevLett.110.252001,10.1103/PhysRevLett.108.122001
10.1103/PhysRevLett.112.091802,10.1103/PhysRevLett.110.261601
10.1103/PhysRevLett.115.082001,10.1103/PhysRevLett.108.122001
10.1103/PhysRevLett.101.172001,10.1103/PhysRevLett.98.092001
10.1103/PhysRevLett.112.222002,10.1103/PhysRevLett.100.142001
10.1103/PhysRevLett.111.242001,10.1103/PhysRevLett.104.132002
10.1103/PhysRevLett.112.092001,10.1103/PhysRevLett.111.242001
10.1103/PhysRevLett.107.041803,10.1103/PhysRevLett.101.182003
10.1103/PhysRevLett.103.152001,10.1103/PhysRevLett.102.242002
10.1103/PhysRevLett.104.162001,10.1103/PhysRevLett.100.112001
10.1103/PhysRevLett.115.082001,10.1103/PhysRevLett.111.242001
10.1103/PhysRevLett.112.222002,10.1103/PhysRevLett.110.222001
10.1103/RevModPhys.80.1161,10.1103/PhysRevLett.98.092002
10.1103/PhysRevLett.113.212002,10.1103/PhysRevLett.112.222002
10.1103/PhysRevLett.115.222002,10.1103/PhysRevLett.112.132001
10.1103/PhysRevLett.101.082001,10.1103/PhysRevLett.98.082001
10.1103/PhysRevLett.115.172001,10.1103/PhysRevLett.105.232001
10.1103/PhysRevLett.113.212002,10.1103/PhysRevLett.112.022001
10.1103/PhysRevLett.115.112003,10.1103/PhysRevLett.108.122001
10.1103/PhysRevLett.102.242003,10.1103/PhysRevLett.99.142002
